registro,titulo,autor,codmat
13705,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13706,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13707,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13708,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13709,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13710,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13711,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13712,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13713,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13714,"FISIO-PATOLOGIA","SMITH, LLOYD H.","616S"
13715,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13716,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13717,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13718,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13719,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13720,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13721,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13722,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13723,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13724,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13725,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13726,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13727,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13728,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13729,"ZINSSER MICROBIOLOGIA","JOKLIK,WOLFGANG K.","576J"
13730,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13731,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13732,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13733,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13734,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13735,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13736,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13737,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13738,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13739,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13740,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13741,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13742,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13743,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13744,"ATLAS DE ANATOMIA HUMANA VOL. I","SOBOTTA, JOHANNES","611S"
13745,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13746,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13747,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13748,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13749,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13750,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13751,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13752,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13753,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13754,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13755,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13756,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13757,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13758,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13759,"ATLAS DE ANATOMIA HUMANA VOL.II","SOBOTTA, JOHANNES","611S"
13760,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13761,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13762,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13763,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13764,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13765,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13766,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13767,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13768,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13769,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13770,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13771,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13772,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13773,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13774,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13775,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13776,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13777,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13778,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13779,"FISIOLOGIA","BERNE, ROBERT M.","612B"
13780,"FISIOLOGIA DEL DEPORTE","FOX, EDWARD L.","612F"
13781,"FISIOLOGIA DEL DEPORTE","FOX, EDWARD L.","612F"
13782,"FISIOLOGIA DEL DEPORTE","FOX, EDWARD L.","612F"
13783,"FISIOLOGIA DEL DEPORTE","FOX, EDWARD L.","612F"
13784,"FISIOLOGIA DEL DEPORTE","FOX, EDWARD L.","612F"
13785,"ODONTOLOGIA RESTAURADORA","SEIDE, LEONARD J.","617S"
13786,"ODONTOLOGIA RESTAURADORA","SEIDE, LEONARD J.","617S"
13787,"ODONTOLOGIA RESTAURADORA","SEIDE, LEONARD J.","617S"
13788,"OPERATORIA DENTAL PRINCIPIOS Y PRACTICA","CHARBENEAU, GERALD T.","617CH"
13789,"OPERATORIA DENTAL PRINCIPIOS Y PRACTICA","CHARBENEAU, GERALD T.","617CH"
13790,"OPERATORIA DENTAL PRINCIPIOS Y PRACTICA","CHARBENEAU, GERALD T.","617CH"
13791,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13792,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13793,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13794,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13795,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13796,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13797,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13798,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13799,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13800,"PATOLOGIA BUCAL DIAGNOSTICO Y TRATAMIENTO","EVERSOLE, LEWIS R.","617E"
13801,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13802,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13803,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13804,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13805,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13806,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13807,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13808,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13809,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13810,"PERIODONTOLOGIA CLINICA","LINDHE, JAN","617L"
13811,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13812,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13813,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13814,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13815,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13816,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13817,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13818,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13819,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13820,"ODONTOLOGIA PEDIATRICA DEL ADOLESCENTE","MCDONALD, RALPH E.","617M"
13821,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13822,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13823,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13824,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13825,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13826,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13827,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13828,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13829,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13830,"CECIL TRATADO DE MEDICINA INTERNA VOL. I","WYNGAARDEN, JAMES B.","616W"
13831,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13832,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13833,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13834,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13835,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13836,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13837,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13838,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13839,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13840,"CECIL TRATADO DE MEDICINA INTERNA VOL. II","WYNGAARDEN, JAMES B.","616W"
13841,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13842,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13843,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13844,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13845,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13846,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13847,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13848,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13849,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13850,"NELSON TRATADO DE PEDIATRIA VOL.I","BEHRMAN, RICHARD E.","618B"
13851,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13852,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13853,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13854,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13855,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13856,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13857,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13858,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13859,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13860,"NELSON TRATADO DE PEDIATRIA VOL.II","BEHRMAN, RICHARD E.","618B"
13861,"100 EJERCICIOS PARA DINAMICA DE GRUPOS","NEWSTROM, JOHN","371 N"
13862,"100 EJERCICIOS PARA DINAMICA DE GRUPOS","NEWSTROM, JOHN","371N"
13863,"100 EJERCICIOS PARA DINAMICA DE GRUPOS","NEWSTROM, JOHN","371N"
13864,"HISTOLOGIA","GENESER, FINN","611G"
13865,"PUNTOS ESTRATEGICOS: COMO TOMAR DECISIONES TRES VECES MAS RAPIDAMENTE","KAMI, MICHAEL","658K"
13866,"PUNTOS ESTRATEGICOS: COMO TOMAR DECISIONES TRES VECES MAS RAPIDAMENTE","KAMI, MICHAEL","658K"
13867,"PUNTOS ESTRATEGICOS: COMO TOMAR DECISIONES TRES VECES MAS RAPIDAMENTE","KAMI, MICHAEL","658K"
13868,"PUNTOS ESTRATEGICOS: COMO TOMAR DECISIONES TRES VECES MAS RAPIDAMENTE","KAMI, MICHAEL","658K"
13869,"PUNTOS ESTRATEGICOS: COMO TOMAR DECISIONES TRES VECES MAS RAPIDAMENTE","KAMI, MICHAEL","658K"
13870,"MENTE DEL ESTRATEGA, LA","OHMAE, KENICHI","658O"
13871,"MENTE DEL ESTRATEGA, LA","OHMAE, KENICHI","658O"
13872,"MENTE DEL ESTRATEGA, LA","OHMAE, KENICHI","658O"
13873,"MENTE DEL ESTRATEGA, LA","OHMAE, KENICHI","658O"
13874,"MENTE DEL ESTRATEGA, LA","OHMAE, KENICHI","658O"
13875,"CHAMBERS MCGRAW-HILL FIRST LEARNERS'DICTIONARY","BROWN, AMY L.","403B"
13876,"CHAMBERS MCGRAW-HILL FIRST LEARNERS'DICTIONARY","BROWN, AMY L.","403B"
13877,"CHAMBERS MCGRAW-HILL FIRST LEARNERS'DICTIONARY","BROWN, AMY L.","403B"
13878,"CHAMBERS MCGRAW-HILL SECOND LEARNERS'DICTIONARY","KIRKPATRICK, M.A.","403K"
13879,"CHAMBERS MCGRAW-HILL SECOND LEARNERS'DICTIONARY","KIRKPATRICK, M.A.","403K"
13880,"CHAMBERS MCGRAW-HILL SECOND LEARNERS'DICTIONARY","KIRKPATRICK, M.A.","403K"
13881,"CURSO BASICO DE COMPUTACION","ROA MACKENZIE, MAURICIO","020R"
13882,"CURSO BASICO DE COMPUTACION","ROA MACKENZIE, MAURICIO","020R"
13883,"CURSO BASICO DE COMPUTACION","ROA MACKENZIE, MAURICIO","020R"
13884,"CURSO BASICO DE COMPUTACION","ROA MACKENZIE, MAURICIO","020R"
13885,"CURSO BASICO DE COMPUTACION","ROA MACKENZIE, MAURICIO","020R"
13886,"CURSO BASICO DE COMPUTACION","ROA MACKENZIE, MAURICIO","020R"
13887,"CURSO BASICO DE PROGRAMACION","ROA MACKENZIE, MAURICIO","020R"
13888,"CURSO BASICO DE PROGRAMACION","ROA MACKENZIE, MAURICIO","020R"
13889,"CURSO BASICO DE PROGRAMACION","ROA MACKENZIE, MAURICIO","020R"
13890,"CURSO BASICO DE PROGRAMACION","ROA MACKENZIE, MAURICIO","020R"
13891,"CURSO BASICO DE PROGRAMACION","ROA MACKENZIE, MAURICIO","020R"
13892,"CURSO BASICO DE PROGRAMACION","ROA MACKENZIE, MAURICIO","020R"
13893,"EXCEL: HOJA DE CALCULO, BASE DE DATOS, MATRICES Y GRAFICOS","LANDEAU HENDRIC, REBECA","020L"
13894,"EXCEL: HOJA DE CALCULO, BASE DE DATOS, MATRICES Y GRAFICOS","LANDEAU HENDRIC, REBECA","020L"
13895,"EXCEL: HOJA DE CALCULO, BASE DE DATOS, MATRICES Y GRAFICOS","LANDEAU HENDRIC, REBECA","020L"
13896,"DICCIONARIO POCKET - ESPAÑOL-INGLES","LAROUSSE","403 L"
13897,"NUEVO DICCIONARIO REVISADO APPLETON-CUYAS ESPAÑOL-INGLES","CUYAS, ARTURO","403C"
13898,"NUEVO DICCIONARIO REVISADO APPLETON-CUYAS ESPAÑOL-INGLES","CUYAS, ARTURO","403C"
13899,"NUEVO DICCIONARIO REVISADO APPLETON-CUYAS ESPAÑOL-INGLES","CUYAS, ARTURO","403C"
13900,"NUEVO DICCIONARIO REVISADO APPLETON-CUYAS ESPAÑOL-INGLES","CUYAS, ARTURO","403C"
13901,"NUEVO DICCIONARIO REVISADO APPLETON-CUYAS ESPAÑOL-INGLES","CUYAS, ARTURO","403C"
13902,"NUEVO DICCIONARIO REVISADO APPLETON-CUYAS ESPAÑOL-INGLES","CUYAS, ARTURO","403C"
13903,"NUEVO DICCIONARIO REVISADO APPLETON-CUYAS ESPAÑOL-INGLES","CUYAS, ARTURO","403C"
13904,"NUEVO DICCIONARIO REVISADO APPLETON-CUYAS ESPAÑOL-INGLES","CUYAS, ARTURO","403C"
13905,"NUEVO DICCIONARIO REVISADO APPLETON-CUYAS ESPAÑOL-INGLES","CUYAS, ARTURO","403C"
13906,"APLIQUE PAGEMAKER PARA PC","MATTHEWS, MARTINS","020M"
13907,"APLIQUE PAGEMAKER PARA PC","MATTHEWS, MARTINS","020M"
13908,"TEORIA Y PROBLEMAS DE GENETICA","STANSFIELD, WILLIAM D.","573S"
13909,"TEORIA Y PROBLEMAS DE GENETICA","STANSFIELD, WILLIAM D.","573S"
13910,"TEORIA Y PROBLEMAS DE GENETICA","STANSFIELD, WILLIAM D.","573S"
13911,"TEORIA Y PROBLEMAS DE GENETICA","STANSFIELD, WILLIAM D.","573S"
13912,"TEORIA Y PROBLEMAS DE GENETICA","STANSFIELD, WILLIAM D.","573S"
13913,"PREPARACION Y EVALUACION DE PROYECTOS","SAPAG CHAIN, NASSIR","658S"
13914,"PREPARACION Y EVALUACION DE PROYECTOS","SAPAG CHAIN, NASSIR","658S"
13915,"PREPARACION Y EVALUACION DE PROYECTOS","SAPAG CHAIN, NASSIR","658S"
13916,"EVALUACION DE PROYECTOS: ANALISIS Y ADMINISTRACION DEL RIESGO","BACA URBINA, G.","658B"
13917,"EVALUACION DE PROYECTOS: ANALISIS Y ADMINISTRACION DEL RIESGO","BACA URBINA, G.","658B"
13918,"EVALUACION DE PROYECTOS: ANALISIS Y ADMINISTRACION DEL RIESGO","BACA URBINA, G.","658B"
13919,"EVALUACION DE PROYECTOS: ANALISIS Y ADMINISTRACION DEL RIESGO","BACA URBINA, G.","658B"
13920,"EVALUACION DE PROYECTOS: ANALISIS Y ADMINISTRACION DEL RIESGO","BACA URBINA, G.","658B"
13921,"TEORIA Y PROBLEMAS DE INTRODUCCION A LA TOPOGRAFIA","WIRSHING, JAMES R.","526W"
13922,"TEORIA Y PROBLEMAS DE INTRODUCCION A LA TOPOGRAFIA","WIRSHING, JAMES R.","526W"
13923,"TEORIA Y PROBLEMAS DE INTRODUCCION A LA TOPOGRAFIA","WIRSHING, JAMES R.","526W"
13924,"TEORIA Y PROBLEMAS DE INTRODUCCION A LA TOPOGRAFIA","WIRSHING, JAMES R.","526W"
13925,"MANUAL DE MBASIC","ETLIN, WALTER A.","020E"
13926,"MANUAL DE MBASIC","ETLIN, WALTER A.","020E"
13927,"MANUAL DE MBASIC","ETLIN, WALTER A.","020E"
13928,"MANUAL DE MBASIC","ETLIN, WALTER A.","020E"
13929,"MANUAL DE MBASIC","ETLIN, WALTER A.","020E"
13930,"MANUAL DE MBASIC","ETLIN, WALTER A.","020E"
13931,"PROGRAMACION BASIC PARA MICROCOMPUTADORAS","JOYANES AGUILAR, LUIS","020J"
13932,"PROGRAMACION BASIC PARA MICROCOMPUTADORAS","JOYANES AGUILAR, LUIS","020J"
13933,"PROGRAMACION BASIC PARA MICROCOMPUTADORAS","JOYANES AGUILAR, LUIS","020J"
13934,"PROGRAMACION BASIC PARA MICROCOMPUTADORAS","JOYANES AGUILAR, LUIS","020J"
13935,"PROGRAMACION BASIC PARA MICROCOMPUTADORAS","JOYANES AGUILAR, LUIS","020J"
13936,"PROGRAMACION BASIC PARA MICROCOMPUTADORAS","JOYANES AGUILAR, LUIS","020J"
13937,"TURBO PASCAL MANUAL DE REFERENCIA","O'BRIEN, ATEPHEN K.","020O"
13938,"TURBO PASCAL MANUAL DE REFERENCIA","O'BRIEN, ATEPHEN K.","020O"
13939,"TURBO PASCAL MANUAL DE REFERENCIA","O'BRIEN, ATEPHEN K.","020O"
13940,"TURBO PASCAL MANUAL DE REFERENCIA","O'BRIEN, ATEPHEN K.","020O"
13941,"TURBO PASCAL MANUAL DE REFERENCIA","O'BRIEN, ATEPHEN K.","020O"
13942,"TURBO PASCAL MANUAL DE REFERENCIA","O'BRIEN, ATEPHEN K.","020O"
13943,"FISICA VOL.I","SERWAY, RAYMOND A.","530 S"
13944,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13945,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13946,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13947,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13948,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13949,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13950,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13951,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13952,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13953,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13954,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13955,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13956,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13957,"FISICA VOL.I","SERWAY, RAYMOND A.","530S"
13958,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13959,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13960,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13961,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13962,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13963,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13964,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13965,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13966,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13967,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13968,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13969,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13970,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13971,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13972,"FISICA VOL.II","SERWAY, RAYMOND A.","530S"
13973,"PSICOLOGIA:UN ENFOQUE CONCEPTUAL","BARON, ROBERT","150 B"
13974,"PSICOLOGIA:UN ENFOQUE CONCEPTUAL","BARON, ROBERT","150B"
13975,"PSICOLOGIA:UN ENFOQUE CONCEPTUAL","BARON, ROBERT","150 B"
13976,"PSICOLOGIA:UN ENFOQUE CONCEPTUAL","BARON, ROBERT","150B"
13977,"PSICOLOGIA:UN ENFOQUE CONCEPTUAL","BARON, ROBERT","150B"
13978,"SISTEMAS OPERATIVOS","RUEDA, FRANCISCO","020R"
13979,"SISTEMAS OPERATIVOS","RUEDA, FRANCISCO","020R"
13980,"SISTEMAS OPERATIVOS","RUEDA, FRANCISCO","020R"
13981,"SISTEMAS OPERATIVOS","RUEDA, FRANCISCO","020R"
13982,"SISTEMAS OPERATIVOS","RUEDA, FRANCISCO","020R"
13983,"SISTEMAS OPERATIVOS","RUEDA, FRANCISCO","020R"
13984,"DESARROLLO DEL NIÑO","HURLOCK, ELIZABETH B.","150H"
13985,"DESARROLLO DEL NIÑO","HURLOCK, ELIZABETH B.","150H"
13986,"DESARROLLO DEL NIÑO","HURLOCK, ELIZABETH B.","150H"
13987,"DESARROLLO DEL NIÑO","HURLOCK, ELIZABETH B.","150H"
13988,"DESARROLLO DEL NIÑO","HURLOCK, ELIZABETH B.","150 H"
13989,"PSICOLOGIA EVOLUTIVA","DENNIS, LORRAINE B.","150D"
13990,"PSICOLOGIA EVOLUTIVA","DENNIS, LORRAINE B.","150D"
13991,"PSICOLOGIA EVOLUTIVA","DENNIS, LORRAINE B.","150D"
13992,"PSICOLOGIA EVOLUTIVA","DENNIS, LORRAINE B.","150D"
13993,"PSICOLOGIA EVOLUTIVA","DENNIS, LORRAINE B.","150D"
13994,"PSICOLOGIA EVOLUTIVA","DENNIS, LORRAINE B.","150D"
13995,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
13996,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
13997,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
13998,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
13999,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
14000,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
14001,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
14002,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
14003,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
14004,"COMPUTADORAS Y LA INFORMACION, LAS","ORILIA, LAWRENCE S.","020O"
14005,"CUIDATE DEL HOMBRE DESNUDO QUE TE OFRECE SU CAMISA","MACKAY, HARVEY","658M"
14006,"CUIDATE DEL HOMBRE DESNUDO QUE TE OFRECE SU CAMISA","MACKAY, HARVEY","658M"
14007,"CUIDATE DEL HOMBRE DESNUDO QUE TE OFRECE SU CAMISA","MACKAY, HARVEY","658M"
14008,"CUIDATE DEL HOMBRE DESNUDO QUE TE OFRECE SU CAMISA","MACKAY, HARVEY","658M"
